image_path,label_name,label,energy_to_variance_ratio,block_energy_variance,spectral_energy,energia_diagonal_2da_derivada_norm,block_variance_mean,block_variance_var,symmetry_score,local_hf_variance,gradient_direction,entropy_block_var
dataset/fake/img_00000.png,fake,1,1.491246540562437,13067549.634525467,1450.1731273352143,7.373900682638424,1721.2481443360448,1270573.9595260974,62.000762939453125,8161.2932908535,2.592257063545722,0.539932137025626
dataset/fake/img_00001.png,fake,1,0.691309401376915,8667988.696055297,1404.5295036330817,4.162911469907763,2820.681400477886,3421974.284340578,68.15888977050781,7104.855137884617,2.493410652515656,1.2077293290482736
dataset/fake/img_00002.png,fake,1,0.16765002372154225,638435.071507824,416.1207964627645,1.0464327425115283,760.384228900075,733280.2313257137,55.129180908203125,11621.479077339172,2.703846299648225,0.9965723307120243
dataset/fake/img_00003.png,fake,1,0.3187084971674005,3559653.4449813403,265.9165226332654,1.5159680322083247,779.9863168857992,1877825.7205531665,50.579566955566406,9826.752257406712,2.2067165048688615,0.9372196781098905
dataset/fake/img_00004.png,fake,1,0.9475560316992799,4826206.992049515,243.76483821190007,5.5236744265102615,826.7514092698693,1159206.338469123,36.843658447265625,3618.09081441164,2.1142520411789794,1.212762671187419
dataset/fake/img_00005.png,fake,1,0.2717001651967077,4869152.072395146,267.99386887522144,1.4886969955153617,1543.0202382467687,4818714.24353224,66.40604400634766,9590.704204976559,2.4853308607379545,2.0844197671166294
dataset/fake/img_00006.png,fake,1,0.3528881752310018,4185528.2646885924,2457.9691017519935,1.9079630430452093,681.8356904946268,1318398.9772809823,31.369728088378906,11693.191638201475,2.0407484135682674,1.6058934889910297
dataset/fake/img_00007.png,fake,1,0.26291813706440054,2891750.9713407005,169.32095144325083,1.6215734695607043,780.5418378934264,2002406.5689861402,38.131591796875,7995.685925900936,2.5300928566598717,1.1288695758409053
dataset/fake/img_00008.png,fake,1,0.29494500182984174,10926391.7668904,415.75548208109075,1.3894165428134082,1573.2648008950055,1653933.4787695226,63.388954162597656,9289.859844118357,2.470140873739091,0.7371059703135572
dataset/fake/img_00009.png,fake,1,0.538226219214257,9124361.410067633,1759.187072460249,2.7653309376238595,2332.3034070916474,3182664.51921234,83.85880279541016,10782.794353812933,2.335595048630916,1.3245813710089072
dataset/fake/img_00010.png,fake,1,1.147744753114889,7410144.317490732,1739.6149732047438,6.132220472413077,2443.752217527479,2291969.450512767,67.8431625366211,7963.0249945521355,2.711019211066868,0.40574763451412843
dataset/fake/img_00011.png,fake,1,0.29009406995775044,3185324.5938977753,169.5376178945819,1.9066248075442704,928.9863368943334,2827262.852049535,55.59295654296875,11850.265305995941,3.4528039873007597,0.7134469996265393
dataset/fake/img_00012.png,fake,1,0.4276161809729965,9232697.710205901,1631.7789427964458,2.1382844613271343,1826.0191445872188,6719795.662264552,48.064666748046875,14448.069211661816,2.6309229658054756,2.4290159780818072
dataset/fake/img_00013.png,fake,1,0.6207731782877071,21867404.945322096,676.6962957662533,3.284270289615943,1299.9137678928673,3523611.3003864116,66.35529327392578,8533.805808246136,1.9946652326797019,1.3031148761894187
dataset/fake/img_00014.png,fake,1,1.6408090434486087,30119885.336446278,747.4825536873382,7.611754818478198,1475.3654487729073,2608574.567946371,42.33552551269531,7737.1046504974365,3.511048253955313,1.2146516369789682
dataset/fake/img_00015.png,fake,1,0.22463582871412913,768629.2873243861,282.57908108743084,1.6966557293594926,928.5508492775261,1466552.7763052278,42.19232940673828,8871.262919604778,3.3415060924511453,1.9846930433352692
dataset/fake/img_00016.png,fake,1,0.6500604457562698,6814020.563579679,803.7439162134553,4.163530912517062,3023.1022255420685,3217305.003741716,70.51606750488281,7873.18083524704,3.4594569634234458,0.9455736913137672
dataset/fake/img_00017.png,fake,1,0.411137534310306,15736785.382024752,858.5133801653503,1.9831383548641337,1327.0372230932117,2969548.7402490014,81.42344665527344,11958.47110414505,2.290410347687321,0.9852917354923616
dataset/fake/img_00018.png,fake,1,0.9994877970710436,6143738.29442449,1337.6430052656176,5.153396123592352,1512.8428582586348,2210874.606967038,47.557838439941406,6676.881692260504,2.9310863665846973,1.0958638435426362
